"ID","Name","Description","Venue","Start Date","End Date","Type","Has External Partner Clubs","External Partner Club Names","Collaborated With External Partners","External Partners","Activity Expenses","Cash Contributions","In Kind Contributions","Participant Count","Benificiary Count","Volunteer Count","Volunteer Hours","Cover Photo","Photos","Editorial","Showcase","Featured","Avenues of Service","Areas of Focus","Host Club","Deleted","Rotaract Club","Actions"
"cmf7x90hv000bla04ki4kgoqz","Tax is Easy 3.0","The Rotaract Club of Bangalore JP Nagar successfully organized the third edition of its flagship initiative, Tax Is Easy, on 29th August 2025. Conducted virtually on Google Meet, the session aimed at simplifying Income Tax Return filing and equipping participants with essential financial knowledge for better decision-making.

The session was led by our Club Secretary, CA Rtr. Anarghya Suvin, who brought professional expertise and practical insights to the discussion. Participants were guided through the fundamentals of income tax, filing procedures, and related compliance aspects. In addition, the session also covered broader financial literacy topics, including money management strategies and the importance of developing smart financial habits.

The interactive format allowed participants to clarify doubts in real time, making the session highly engaging and impactful. A total of 22 participants attended the session, which also included members from the Rotaract Club of Bangalore Jayanagar, making it a collaborative effort that broadened its reach and impact.","Google Meet","8/29/2025","8/29/2025","HOSTED_ACTIVITY","false","","false","","0","0","0","14","0","2","23","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/g3KnKi0mLrHzv5yokICTN.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/2V_IzT9Pj587eeB-grCFd.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/e4tB5WB9wd9rcyJUQwmSe.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/0jz5oexH9jASaeBBar400.jpg","true","true","false","Professional Development","","","","Bangalore JP Nagar",""
"cmf7xddqb0007jw04dwk44flj","Avighna","The Rotaract Club of Bangalore JP Nagar was delighted to be part of Avighna – Let Your Celebration Take Root in Nature, a beautiful eco-initiative organized by our fellow Rotaractors from the Rotaract Club of Bangalore Jayanagar.

The project carried a strong message of celebrating Ganesh Chaturthi in harmony with nature. Each thoughtfully designed Avighna kit included a plantable seed Ganesha idol, a coconut fiber pot, coconut peat manure, and seed balls—a simple yet impactful way of ensuring that after the festivities, Lord Ganesha continues to bless us by taking root and growing into a plant.

As part of our collaboration, our club purchased 10 Avighna kits and distributed them to our members during the General Body Meeting. Members were overjoyed to take them home and celebrate Ganesh Chaturthi in an eco-friendly way—making the festival not only devotional but also sustainable.","Lalbagh","8/24/2025","8/24/2025","PARTICIPATORY_ACTIVITY","false","","false","","0","0","0","10","0","1","20","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/_bv4QfXG1JYqof1qWgI_B.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/gZYMyZEdGgvfAOPLMOfJH.jpg","true","true","false","Community Service","Protecting The Environment","Rotaract Club of Bangalore Jaynagar","","Bangalore JP Nagar",""
"cmf7xm60d0007l4049ycm27fv","Ganesha Chaturthi Showcase","On the occasion of Ganesh Chaturthi, members of the Rotaract Club of Bangalore JP Nagar came together in high festive spirits to showcase their Ganesha and Gowri idols.

What began as a simple exchange of pictures soon turned into a vibrant celebration, filling the club with the warmth and energy of the festival. Members shared glimpses of celebrations from their homes, apartment complexes, and offices, each idol reflecting devotion and creativity.

The initiative not only created a festive atmosphere across the club but also fostered a sense of unity, cultural pride, and togetherness. It reminded everyone that beyond projects and service, the club thrives on shared traditions, celebrations, and the joy of being a family.","Online","8/27/2025","8/27/2025","HOSTED_ACTIVITY","false","","false","","0","0","0","8","0","1","1","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/XKlHrTCpKvMkGDBOMGnGH.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/_jbtyGx8NfdBvqbZ1EWgY.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/X0H8a8oiJ7cDv1BE6l360.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Yx3clPAkCeVvbjz5LGbhW.jpg","false","false","false","Club Service","","","","Bangalore JP Nagar",""
"cmf7xozvw0009l404o9e9od23","Utsava Seva","On the occasion of Ganesh Chaturthi, the Rotaract Club of Bangalore JP Nagar took part in the festive celebrations at Vinyasa Trust for the Differently Abled. Members actively engaged with the residents, helping in the set-up and arrangements, and adding to the festive atmosphere. Traditional delicacies such as Modaka, Chakli, and Kodbale were shared, creating a sense of warmth and togetherness.

The visit also included meaningful conversations with the management to understand the needs of the institution and explore ways in which the club could extend further support in the future. A motivational speech was delivered to the residents, inspiring them to celebrate the occasion with joy and positivity.

This initiative not only celebrated the spirit of Ganesh Chaturthi but also strengthened the club’s commitment to inclusivity and community service.","Vinyasa Trust for Differently Challenged","8/27/2025","8/27/2025","STANDALONE_ACTIVITY","false","","true","Vinyasa Trust for Differently Challenged","0","0","0","4","70","3","20","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/KkUfX7cDXba7RgrhI2HLB.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/r9qjCLnEPThEPZuIC9Tku.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/nfWttLMdZM_mWabdBPbZ1.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/9v37U-qlOoGbeUmldU8J4.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/YmOfD9fVKh8h9npbuKV5k.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/3ms7qhToofR5Oxzyktn7Z.jpg","true","true","false","Community Service","","","","Bangalore JP Nagar",""
"cmgcesmp80001jp046kgnkc7d","Echoes of Culture","The Rotaract Club of Bangalore JP Nagar was delighted to be host an enriching international cultural exchange session titled “Echoes of Culture” along with the Rotaract Clubs of Arusha City & UDOM-Youth (District 9214, Tanzania) and Coimbatore Millennium (District 3206, India). The session featured a special guest speaker from Tanzania and turned out to be a lively and meaningful interaction, where members from different countries came together to learn about each other’s cultures, ask questions, share experiences and enjoy lighthearted moments of fun.

It was an evening filled with energy, laughter, and genuine connections, leaving all participants with full hearts and fond memories. This collaboration was a true celebration of the spirit of Rotaract, proving once again that when cultures meet, bonds spark, friendships grow, and memories last forever.
","Google Meet","9/6/2025","9/6/2025","HOSTED_ACTIVITY","false","","false","","0","0","0","9","0","3","37","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/QCUaT3tHCPxYHC4s-xhQn.png","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Ap_eE5yd-XhyQQ-Powm5T.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Z1Bz45LphxFeZMBxo0EQA.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/FaoUw4qz0zMYxPxV3Y8_V.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/aeLeg3pNvvNUOOVLKkE6H.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/9FCNUbuSMKrwoUIrQV955.png","true","true","false","International Service","","","","Bangalore JP Nagar",""
"cmgceww9u0001jp04nyu1bom1","Club Outing - Bengaluru Ganesha Utsava","The Rotaract Club of Bangalore JP Nagar went on a vibrant club outing to the 63rd Bengaluru Ganesh Utsav held at the National College Grounds, Basavanagudi. Members attended on both the 4th and 5th of September, with an enthusiastic turnout that made the evenings truly memorable. The first day featured the melodious performance of Rajesh Krishnan, while the second day brought the high-energy vibes of Raghu Dixit, both of which had our members completely immersed in music and celebration. It was a wonderful break from the midweek grind, giving our club’s music lovers an opportunity to bond, unwind, and enjoy the cultural richness of the festival together. The outing was filled with joy, laughter, and camaraderie, reinforcing the spirit of fellowship that makes our club special.","National College Grounds","9/4/2025","9/5/2025","HOSTED_ACTIVITY","false","","false","","0","0","0","15","0","1","92","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/pYY5CRTrBTSvpfdip3J-V.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/9Zu9AdfTPbkLxbqqnci4M.jpg","false","false","false","Club Service","","","","Bangalore JP Nagar",""
"cmgcf2tkn0003jp04pu0du2nw","Garba Utsav","The Rotaract Club of Bangalore JP Nagar had the pleasure of collaborating with the Rotaract Club of Bangalore Jayanagar for their vibrant and flagship event, Garba Utsav 2025. The evening was a lively celebration of culture, music, and togetherness, truly capturing the essence of the Navratri spirit.

Six Rotaractors from our club participated in the event, joining numerous enthusiastic dancers as we grooved to traditional Garba beats, shared laughter, and celebrated in full festive spirit. The energy throughout the night was infectious, creating an atmosphere of unity and joy that brought everyone together.

Beyond the celebrations, the event also carried a strong social message. The funds raised through Garba Utsav 2025 will be directed towards the installation of sanitary pad vending machines and incinerators, promoting menstrual hygiene and ensuring dignity for women and girls.","Vasavi Convention Center","9/20/2025","9/20/2025","PARTICIPATORY_ACTIVITY","false","","false","","0","0","0","6","0","0","18","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/1t4B0tqb8U3iqHGI0kog5.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/dy1LP3Fpbn1TxcWoEgv1d.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Ho4Vl-Hxv-T7BcUriYYBs.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/8AfUMJnNUFEUAIyMP3Yzt.jpg","false","true","false","Club Service, Community Service","Fighting Disease, Saving Mothers and Children","Rotaract Club of Bangalore Jayanagar","","Bangalore JP Nagar",""
"cmgcfds9w0001ll04ghk6se18","Emcee Sher","On 25th September 2025, the Rotaract Club of Bangalore JP Nagar organized Emcee Sher: Masterclass, a professional development initiative designed to help Rotaractors strengthen their public speaking and hosting abilities. Conducted online via Google Meet, the session was facilitated by DRR Rtn. Rtr. Harsh Paresh Shinde, District Rotaract Representative of RID 3170, a seasoned professional anchor and founder of Prahas.
The masterclass was structured to benefit participants at all levels: those picking up the microphone for the first time, individuals working to build confidence on stage, and experienced hosts seeking to polish and refine their craft. The session offered practical insights into voice modulation, stage presence, audience engagement, and the art of confidently owning the spotlight.
Through this initiative, the club successfully provided its members and participants an opportunity to enhance their communication, leadership, and presentation skills—an important step towards building impactful Rotaractors who can lead events with confidence and charisma.","Google Meet","9/25/2025","9/25/2025","HOSTED_ACTIVITY","false","","false","","0","0","0","20","0","2","34","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/PT8rXT8cMmrT2H20rnH2z.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/YLU67T-6l4efQYCQboccj.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/rnfVHrdVQykNfMgvaFVY0.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/H75Nd-nVA53TTKvlVCqZc.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/eeRdvS1jPDCK9PGZOPdXy.jpg","true","true","false","Professional Development","","","","Bangalore JP Nagar",""
"cmhnr3e790005l404gmfhkoat","Wildlife Conservation Walkathon","On 2nd October 2025, the Rotaract Club of Bangalore JP Nagar actively participated in the 71st Wildlife Week Celebrations held at Vidhana Soudha, Bengaluru organised by Rotaract District 3191. The event aimed to spread awareness about the theme “Coexistence of Humans and Wildlife,” emphasizing the need for harmony between urban growth and ecological preservation.

A team of 10 enthusiastic members from our club took part in the Walkathon from Vidhana Soudha to Lalbagh, joining thousands of participants including members, environmentalists, NGOs and officials. The event beautifully reflected the Rotaract spirit of unity, service, and responsibility towards the environment.

Our presence at this significant public initiative not only demonstrated our club’s commitment to environmental awareness but also contributed to enhancing the public image and community engagement of the Rotaract Club of Bangalore JP Nagar. Through this participation, we reaffirmed our belief that every small step counts when it comes to protecting our planet and promoting coexistence.
","Vidhan Soudha","10/2/2025","10/2/2025","PARTICIPATORY_ACTIVITY","false","","false","","0","0","0","10","0","0","50","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/KiVIOXeDRfQgjfhc5eKUr.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/EjwU_NgCOYYNseEwceqCY.jpg","false","false","false","Public Image","Protecting The Environment","Rotaract District 3191","","Bangalore JP Nagar",""
"cmhnr7m9t0001jl042j2wogdh","Colors of Culture – A Rotaract Global Scrapbook","The Rotaract Club of Bangalore JP Nagar, RI District 3191, was proud to be a part of the international initiative “Colors of Culture – A Rotaract Global Scrapbook,” organized by the Rotaract Club of Wayamba University of Sri Lanka under their International Service Avenue.

This unique project brought together clubs from across the globe, including Rotaract Club of Ankara Cayyolu (RI District 2430) and Rotaract Club of Mumbai Nova (RI District 3141), to celebrate the richness of heritage, traditions, and artistic expressions from different parts of the world.

Representing Bengaluru and Karnataka, our club shared glimpses of India’s vibrant culture, values, and diversity while also learning about the fascinating traditions of other nations. The project truly embodied the spirit of global fellowship, cultural exchange, and mutual respect that defines Rotaract.

Through this collaboration, we not only strengthened international bonds but also deepened our appreciation for the world’s many colors of culture. A heartfelt appreciation to the Rotaract Club of Wayamba University of Sri Lanka and all partner clubs for creating a beautiful global mosaic of friendship and understanding. 
","Virtual Scrapbook ","9/21/2025","10/11/2025","JOINT_INITIATIVE","false","","false","","0","0","0","5","0","2","66","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/KzV1Re-O3cQRCCUMOdEvM.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/wbGysqynwrB79OJJetH5X.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/yAPYbDFA-UMi7X2rimHgZ.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/mwg1Mrjae6DB42kEN_F_Z.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/juY66OoR_fHnXmlA6E3EG.jpg","true","true","false","International Service","","Rotaract Club of Wayamba University of Sri Lanka","","Bangalore JP Nagar",""
"cmhnrc9mx0001jr042hn1nfv4","METROTHON – World Polio Day Initiative","On 24th October 2025, members of the Rotaract Club of Bangalore JP Nagar joined hands with Rotary District 3191 and Rotaract District 3191 for METROTHON, a special initiative held to commemorate World Polio Day. The event aimed to raise awareness and reaffirm Rotary’s long-standing commitment to achieving a Polio-Free World — a mission that has inspired millions globally.

The event began at the MLR Convention Centre, Whitefield, with participants traveling together via metro to Garudacharpalya Metro Station, symbolizing unity and collective movement towards eradicating polio. It was an evening filled with purpose, energy, and fellowship.

Our club members enthusiastically took part in the awareness activities, engaging with Rotarians, fellow Rotaractors, and members of the public to spread the message of Rotary’s historic “End Polio Now” campaign. The event also provided wonderful opportunities for networking, collaboration, and community engagement, followed by a fellowship dinner.

Through this initiative, the Rotaract Club of Bangalore JP Nagar once again reaffirmed its commitment to service above self and to being an active part of Rotary’s mission to eliminate polio from the face of the earth.
","MLR CONVENTION CENTRE, Whitefield","10/24/2025","10/24/2025","PARTICIPATORY_ACTIVITY","false","","false","","0","0","0","8","0","1","40","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/tYFbigeHSB9Bn82ViTKSO.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/dDCMuzBLXdraPAWi7FxNE.JPG,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/db5kdqX18FnJerCUhtBSs.JPG,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/7ql8sFAHG0zYplQjcDrLx.JPG,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/muv07lwUEmW_-Qm4KNQMk.JPG","false","false","false","Public Image","Fighting Disease","Rotaract District 3191","","Bangalore JP Nagar",""
"cmhnrieav0005lh049xufi2ja","Ink-Link","On 26th October 2025, the Rotaract Club of Bangalore JP Nagar proudly collaborated with the Rotaract Club of Ratnapura, RI District 3220 (Sri Lanka) for “INK LINK” — a virtual international cultural and letterhead exchange that beautifully united Rotaractors from across the globe.

The event celebrated the spirit of global friendship, cultural understanding, and creativity, as clubs exchanged handwritten letters and uniquely designed letterheads that reflected their traditions, values, and identity. Participants shared stories and experiences that highlighted how culture transcends borders and how Rotaract continues to connect young minds worldwide.

Through this initiative, our club proudly represented Bengaluru and Karnataka, sharing our cultural essence while learning from the vibrant expressions of our international Rotaract friends. The session, hosted virtually via Google Meet, turned into a colorful showcase of art, emotion, and fellowship — reminding everyone that true connections are written not just in ink, but in understanding and unity.","Google Meet","10/26/2025","10/26/2025","JOINT_INITIATIVE","false","","false","","0","0","0","3","0","2","14","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Zj0yxdREeq5wxNuoT4DNw.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/1ggeqRORTZGsWaJ5l5RK6.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/mx5yM2FvjMdVgGct7J0tk.png,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/3rsaVR9OKhOGTr4KJ80ot.png","true","true","false","International Service","","Rotaract Club of Ratnapura, RI District 3220 (Sri Lanka)","","Bangalore JP Nagar",""
"cmit7ifz00001lg046y1h2wqk","Naada Habba 2025","On 2nd November 2025, Rotaract Club of Bangalore JP Nagar proudly participated in Naada Habba, the District’s grand celebration of Karnataka Rajyotsava, hosted at the culturally vibrant Janapada Loka. Our club marked a spirited start to the event with 18 enthusiastic members joining the rally from Pattanagere Metro Station to the venue, adding colour, energy, and unity to the morning procession.

The team immersed themselves in the rich traditions of Karnataka, celebrating the state’s heritage through vibrant ethnic attire in shades of yellow and red, rhythmic beats, and an atmosphere filled with festive pride. Members thoroughly enjoyed the cultural performances, including the inaugural and folk dances, showcasing Karnataka’s artistic legacy.

The formal proceedings—featuring flag hoisting, the ceremonial lighting of the lamp, addresses by district leaders, and felicitations—offered a meaningful reminder of the state’s cultural and linguistic identity. Overall, Naada Habba 2.0 was a day of unity, culture, and pride, where our members not only represented the club with enthusiasm but also celebrated Karnataka’s heritage with joy, respect, and true Rotaract spirit.","Janapada Loka, Ramanagara","11/2/2025","11/2/2025","PARTICIPATORY_ACTIVITY","false","","false","","0","0","0","12","0","0","126","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/k-hjn3wmBKIIACFqzr7VD.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/FBivJV1B2uJPGXYBSgjBp.jpg","false","false","false","Community Service","","Rotaract District 3191","","Bangalore JP Nagar",""
"cmit8k1iz0001l5048hxbruvk","Threads of Unity","On the occasion of Children’s Day, Rotaract Club of Bangalore JP Nagar carried out a meaningful edition of Threads of Unity, an initiative aimed at supporting young students through the provision of new school uniforms. Celebrating the spirit of childhood, dignity, and equal opportunity, the project brought warmth and joy to the students of the Government Primary School in Hosadurga.

A total of 212 children received brand-new uniforms through this drive, creating a visible sense of happiness and pride among the students. Valued at ₹73,000+, this distribution served as a reminder that even a simple uniform can strengthen a child’s confidence and sense of belonging in the classroom.

Rotary and Rotaract members joined hands to ensure smooth execution, contributing to a cheerful and memorable Children’s Day for the school. The enthusiasm of the children, teachers, and volunteers highlighted the true impact of collective service.

Threads of Unity continues to stand as a powerful example of how compassion and collaboration can make a lasting difference in a child’s educational journey.","Government Primary School, Hosadurga, Kanakpura","7/30/2025","11/14/2025","JOINT_INITIATIVE","false","","true","Bhageerthi Foundation","75000","0","75000","2","212","2","92","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/ESN_YDS98Qtb3pwtkreOk.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/CeoeUByI8WYQ0ld69GpRF.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/5o5mSqi_2sLM0mGVaTH_i.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/LsvLM1cn3YJgr5xkOHRad.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/p5W6Us5ONGAkNUuVuLSQi.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/BiAEDb9HvpcNdKycKFkly.jpg","true","true","false","Community Service","Supporting Education, Growing Local Economies","","","Bangalore JP Nagar",""
"cmit8vrga0003l504ctzzkqqc","Grantha","Rotaract Bengaluru JP Nagar, in collaboration with the Rotaract Club of Debo, Ethiopia, successfully executed GRANTHA – The International Book Donation Drive, an initiative that embodied knowledge-sharing, cross-border goodwill, and the spirit of global Rotaract fellowship.

Through the collective support of donors and well-wishers, the project gathered an inspiring collection of 200+ books, ranging from storybooks and children’s literature to academic guides and competitive exam material. These books were donated to the Hosadurga Public Library, strengthening its growing collection and creating wider learning opportunities for students and readers within the community.

The initiative not only promoted literacy and accessibility but also demonstrated the meaningful impact of international collaboration. GRANTHA stands as a testament to how shared purpose and compassion can transcend borders, inspiring communities and enriching educational journeys through the power of books.
","Government Primary School, Hosadurga, Kanakapura","9/9/2025","11/14/2025","JOINT_INITIATIVE","false","","false","","0","0","0","5","212","5","30","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/TT9zrbO0HyVCbscb7qwwE.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/C3BJEZ9Xd33D-G8IMnjjN.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/ruCoXOYNOmBqSw_Yx9s_k.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/0ZLg-l5bBMUam6m90dfbP.jpg","true","true","false","Community Service","Supporting Education","Rotaract Club Of Debo","","Bangalore JP Nagar",""
"cmit8ys4v0005l504550fud2w","Pages of Possibilities","As part of the Children’s Day celebrations, the Rotaract Club of Bangalore JP Nagar, along with Rotaract Bangalore Aagneya and Rotaract Shantiniketan, executed Pages of Possibility, a meaningful stationery distribution initiative designed to support and inspire young learners.

Through this collaborative effort, 440 stationery kits were distributed to children of the Government Primary School in Hosadurga. Each kit was curated with essential educational supplies to encourage consistent learning, spark curiosity, and help students engage more confidently in their studies.

The combined presence of the partnering clubs added energy, efficiency, and warmth to the programme, ensuring a smooth distribution and a memorable Children’s Day celebration for the students. Pages of Possibility demonstrated how shared service and unified intent can create lasting academic encouragement for young minds.
","Government Primary School, Hosadurga","11/14/2025","11/14/2025","JOINT_INITIATIVE","false","","false","","0","0","5000","2","212","2","24","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/drXDDKUKHDrvqq9slq4mK.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/Gp_FQH7KHcLvMAFGoZyYk.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/hEeudWujDVcWSEQTH0bm7.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/sJQGhA7ZOB93-2uSmhPef.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/8NAFCrSy4i3kEIYmbQKhp.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/1iSKyLOzrdShlJKXzw_Vk.jpg","true","true","false","Community Service","Supporting Education","Rotaract Club of Bangalore Aagneya","","Bangalore JP Nagar",""
"cmit91z9c0001ju04hecx5z80","Tech Bridge","As part of the Children’s Day service projects, the Rotaract Club of Bangalore JP Nagar, in collaboration with Rotaract Bangalore Aagneya, implemented Tech Bridge, an initiative intended to expand digital access and enhance learning opportunities for students and community members.

Under this project, 4 laptops were contributed to the Government Primary School and the Hosadurga Village Library. These devices will serve as shared digital resources, supporting classroom learning, library activities, and the development of essential computer skills among students.

The collaboration ensured effective coordination, smooth execution, and an interactive engagement with the children and school staff. Tech Bridge reflects how meaningful partnerships can help bridge digital gaps and empower students with tools that build confidence and open pathways to future opportunities.
","Government Primary School, Hosadurga","11/14/2025","12/6/2025","JOINT_INITIATIVE","false","","false","","0","0","50000","2","213","2","25","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/U3iCQO13MY-g6zJ91dgPY.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/iUNTTo4vlaYeGi24u7hos.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/DYlTsMUNJAHAGd4nmI_Fx.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/1psljpqoGYW7yJAptjffT.jpg","true","true","false","Community Service","Supporting Education","Rotaract Club of Bangalore Aagneya","","Bangalore JP Nagar",""
"cmit99ayp0001jq04mchk8fx2","The Bengaluru Makeover","The Rotaract Club of Bangalore JP Nagar actively participated in The Bengaluru Makeover, a large-scale beautification and clean-up initiative organised by Rotaract District 3191 in collaboration with Rotary Bengaluru Bannerghatta Road and the Karnataka Forest Department. The drive aimed to transform a public stretch into a vibrant, litter-free zone through mural art, wall painting, and sustained community clean-up efforts.

Our members engaged enthusiastically in the painting activities, contributing to beautifully curated murals while prominently incorporating Rotaract branding across designated sections. The team also participated in the cleanathon, ensuring the surroundings were cleaned, decluttered, and prepared before painting.

The event began with a morning briefing and an inaugural ceremony in the presence of distinguished guests, followed by guided painting sessions led by the organising team. Members adhered to the painting scheme, safety protocols, and coordination guidelines to ensure uniformity and quality in the final artwork. A mid-session refreshments break helped keep spirits high as volunteers continued their efforts until the project wind-up at 2:00 PM.

The Bengaluru Makeover served as an inspiring example of collective service, creativity, and civic responsibility—demonstrating how unity and effort can transform public spaces into cleaner, brighter, and more welcoming environments.
","Sakalwara Road, Basavanapura (Near Bannerghatta National Park)","11/16/2025","11/16/2025","PARTICIPATORY_ACTIVITY","false","","false","","5000","0","0","4","0","4","55","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/BXlJ5apd_hxb5wu_-eOEw.jpg","https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/tZBHNrq4ZgT3gV8C_2hIN.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/B1c5Ck-p38G9uYuLDuk03.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/kpBsjCEiNr62E54kX31B9.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/mqwE1v45FHlLokHQ8gjES.jpg,https://rotashowcase-public-uploads.s3.ap-south-1.amazonaws.com/3191/uploads/PWiwvHsvqnuvOWcSlrpBQ.jpg","false","true","false","Community Service, Public Image","Protecting The Environment","Rotaract District 3191","","Bangalore JP Nagar",""
